"Officer.number";"Years.employed";"Age";"Officer.sex";"Officer.race";"Officer.department";"Officer.division";"Officer.sub.division.A";"Officer.sub.division.B"
"2937";"f3421435f0974d609d754e7c92bb87a4";"55";"75";"M";"White";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"2938";"795949b175055eec738e6ae6f5d32eff";"45";"67";"M";"White";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"2939";"5ffda38dffa78139b77d19880bc10f6f";"36";"64";"M";"White";"FOB - Field Operations Bureau";"Eighth District";"A Platoon";""
"2940";"5ca669be3b12778066f00b49e7df4ccc";"31";"58";"M";"Black / African American";"FOB - Field Operations Bureau";"First District";"Staff";""
"2941";"2f5ac2e01369f65d120cc2f9588acaa8";"32";"63";"M";"Black / African American";"FOB - Field Operations Bureau";"Eighth District";"Temporary";""
"2942";"dc472f82a3934127e0b4888f3c0e8c3e";"36";"51";"M";"Black / African American";"FOB - Field Operations Bureau";"Third District";"Staff";""
"2943";"d056ee12aa99d2f22943d70a37389fee";"22";"55";"M";"White";"ISB - Investigations and Support Bureau";"Criminal Investigations Division";"Homicide Section";"Cold Case"
"2944";"b329cd1287c2ea60e2ef28f591d880ce";"39";"66";"F";"Black / African American";"MSB - Management Service Bureau";"Administrative Duties Services";"Staff";""
"2945";"8e75a219e598d4171401c6596d0c621e";"18";"54";"M";"Black / African American";"FOB - Field Operations Bureau";"Second District";"A Platoon";""
"2946";"6925e937ff1088a7a2effe8c46c11fc9";"28";"62";"F";"Black / African American";"FOB - Field Operations Bureau";"Fourth District";"Staff";""
"2947";"2db47a70431687571d8416e94f993bdc";"41";"68";"F";"Black / African American";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"2948";"0f6e0e0c61d9422cad388cf2eda8ff47";"35";"77";"F";"Black / African American";"MSB - Management Service Bureau";"NULL";"NULL";"NULL"
"2949";"cb2e7e7f2f928c30a89bdbd0e816145f";"18";"52";"M";"Black / African American";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"2950";"67e5e1b6ebdfcef5b6dee65ba805b865";"9";"37";"M";"White";"FOB - Field Operations Bureau";"Police Recruits";"";""
"2951";"9ff4bec5a707eee9a92205b756c942c6";"9";"31";"M";"White";"FOB - Field Operations Bureau";"Police Recruits";"";""
"2952";"5f76a9acb20be0308ae1be94980e50e3";"9";"38";"M";"White";"FOB - Field Operations Bureau";"Second District";"C Platoon";""
"2953";"c170345e00d89abc08ddac188d20e461";"19";"40";"F";"Hispanic";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"2954";"724168056d336ea6a5590d226e0256f9";"15";"47";"F";"White";"MSB - Management Service Bureau";"Administrative Duties Services";"Limited Duty";""
"2955";"b2bbac39ba5466e52ba3620686f8c985";"10";"51";"M";"Black / African American";"FOB - Field Operations Bureau";"Police Recruits";"";""
"2956";"9b6786da1c5221d75a3bb1c35bdb088e";"22";"44";"M";"Black / African American";"NULL";"NULL";"NULL";"NULL"
"2957";"494367ba2ac51d3224c7be753fd204bb";"26";"51";"F";"Black / African American";"NULL";"NULL";"NULL";"NULL"
"2958";"5620deea51d3a1c0d597099e381a3893";"10";"32";"F";"Black / African American";"FOB - Field Operations Bureau";"Police Recruits";"";""
"2959";"e31e9c118b111f127eb912c20b2273cb";"19";"40";"F";"Asian / Pacific Islander";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"2960";"f2ff27bab2b8e9e2634a440b791def7f";"9";"31";"M";"Black / African American";"FOB - Field Operations Bureau";"Police Recruits";"";""
"2961";"4f626e3cb4538f7fe2e99b8db376d591";"11";"49";"M";"Black / African American";"FOB - Field Operations Bureau";"Police Recruits";"";""
"2962";"9de709001632d901aa266bda756dddb7";"11";"34";"M";"Black / African American";"FOB - Field Operations Bureau";"Police Recruits";"";""
"2963";"b426334cc482e9fdef06d9d868d0bc79";"14";"44";"M";"White";"FOB - Field Operations Bureau";"Police Recruits";"";""
"2964";"900f111ac000206ecd23114071818dc7";"15";"36";"M";"White";"FOB - Field Operations Bureau";"Police Recruits";"";""
"2965";"d76e15d8c9c091cd1d6fd770ebff6c67";"10";"43";"M";"Black / African American";"FOB - Field Operations Bureau";"Police Recruits";"";""
"2966";"b9aa49e0b7f46e3d8e2080f138b75dc7";"16";"41";"F";"Black / African American";"FOB - Field Operations Bureau";"Police Recruits";"";""
"2967";"78b5c0a7c7fde3d0a31b11bd55c48cce";"18";"43";"M";"Black / African American";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"2968";"ff9bf595ca887706de33af6c46c76b2e";"9";"32";"M";"White";"FOB - Field Operations Bureau";"Police Recruits";"";""
"2969";"9ca0205f35fb88fceea46492d82bb7a6";"9";"31";"M";"White";"FOB - Field Operations Bureau";"Police Recruits";"";""
"2970";"f5141b8c2a7a303a3bb648d02df69ec3";"19";"47";"F";"Black / African American";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"2971";"e205c85ad80f3101819720e4753d6547";"10";"31";"M";"Hispanic";"FOB - Field Operations Bureau";"Police Recruits";"";""
"2972";"937c9422d42d587ce35267ba6655ccfd";"10";"33";"M";"Black / African American";"ISB - Investigations and Support Bureau";"NULL";"NULL";"NULL"
"2973";"12e5530b483d6a367a9fe451c193cb0b";"19";"46";"M";"White";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"2974";"c6d1bf51e2bcf0e60dc0ea770806309c";"10";"38";"M";"Black / African American";"FOB - Field Operations Bureau";"Police Recruits";"";""
"2975";"d4530e9001b3c18a0b0bd5e59ad1c227";"14";"36";"M";"Black / African American";"FOB - Field Operations Bureau";"Police Recruits";"";""
"2976";"0c095f334387de6c7f024b6e6dbe4cdf";"21";"52";"M";"White";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"2977";"adc8c67e09495e13e254f0456b88a092";"18";"51";"M";"White";"FOB - Field Operations Bureau";"Police Recruits";"";""
"2978";"28ccab8f4ad5a31bceca1985d8a8a891";"9";"31";"M";"White";"FOB - Field Operations Bureau";"Police Recruits";"";""
"2979";"bb93e0474b4e4b73b4014a9d1815688c";"10";"32";"M";"White";"FOB - Field Operations Bureau";"Police Recruits";"";""
"2980";"0e2c9c63246a15189df2441b13719703";"22";"43";"M";"Black / African American";"NULL";"NULL";"NULL";"NULL"
"2981";"b30c6c3b4d51647459c4b1b3d7e1fa19";"15";"41";"F";"Black / African American";"FOB - Field Operations Bureau";"Police Recruits";"";""
"2982";"eb8f8d66d187fc0f65b636cd99a13638";"12";"42";"M";"Black / African American";"FOB - Field Operations Bureau";"Police Recruits";"";""
"2983";"b7932fbe32dd0dd0aa4ed3b252916763";"18";"38";"F";"Black / African American";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"2984";"423a433295d3fad89fe51f46725d60d3";"10";"47";"F";"Black / African American";"FOB - Field Operations Bureau";"Police Recruits";"";""
"2985";"14e55637e374ba3cc044218872383555";"21";"49";"F";"Black / African American";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"2986";"ec8ef4e0e68c39185598f421ad1acac5";"12";"40";"F";"Black / African American";"FOB - Field Operations Bureau";"Police Recruits";"";""
"2987";"bb5e81ca9202938cb9283ab5c1f5912a";"12";"34";"F";"Black / African American";"FOB - Field Operations Bureau";"Police Recruits";"";""
"2988";"1a485be5cbbfcce5e74b8341d39d3478";"11";"31";"M";"Black / African American";"FOB - Field Operations Bureau";"Police Recruits";"";""
"2989";"a2731961cb31514b5122c0fe986cc597";"12";"48";"M";"White";"FOB - Field Operations Bureau";"Police Recruits";"";""
"2990";"5ee4caa97306b744b04768f09322987d";"9";"36";"M";"Hispanic";"FOB - Field Operations Bureau";"Police Recruits";"";""
"2991";"99e47a57a6b97db7207004a292ceb4af";"15";"48";"M";"Black / African American";"FOB - Field Operations Bureau";"Police Recruits";"";""
"2992";"cbab0582865ffcd9227423c8eb66ba09";"11";"37";"M";"White";"FOB - Field Operations Bureau";"Police Recruits";"";""
"2993";"a8a88c507e1fa02afdf2ffbb7fb3d0ac";"12";"43";"M";"White";"MSB - Management Service Bureau";"Administrative Duties Services";"Staff";""
"2994";"b5458e3b37771063dd9f7160eb1e653f";"18";"41";"M";"White";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"2995";"6a2ee73e28bee9fc478aea7d1e39ab7d";"17";"38";"M";"Black / African American";"FOB - Field Operations Bureau";"Police Recruits";"";""
"2996";"0532abe22a7f5cf82d0961742375064f";"22";"45";"M";"Black / African American";"NULL";"NULL";"NULL";"NULL"
"2997";"8a6b2696c799522c6b2642ef79737df1";"20";"45";"M";"White";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"2998";"47b19f71594d4bed3cbdf416a1d53376";"14";"57";"M";"White";"FOB - Field Operations Bureau";"First District";"2nd Platoon";""
"2999";"82497dae0138e9db511dac3a6e70606a";"21";"48";"M";"Black / African American";"NULL";"NULL";"NULL";"NULL"
"3000";"7b3854149086eec1eeab7c170997be1c";"21";"58";"M";"White";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"3001";"40c6bc19691465918bc64b04e49b2104";"20";"52";"F";"White";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"3002";"4a60c2cfd496737eb9fe6fedc485b009";"21";"47";"M";"Black / African American";"NULL";"NULL";"NULL";"NULL"
"3003";"73d06d03ba1b93abb0abe963ae74282a";"10";"35";"M";"White";"FOB - Field Operations Bureau";"Police Recruits";"";""
"3004";"fc9e0490b07e4fbefe4272cf72bde241";"18";"50";"M";"White";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"3005";"5828de6090793247fcf8258ea102ee92";"17";"39";"M";"White";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"3006";"0597a3f33bfaf1a07a720eed5181a79c";"21";"50";"M";"Native American";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"3007";"1ecd6b0d8d8c466e7c2c9ba3d737eb68";"11";"45";"M";"White";"FOB - Field Operations Bureau";"Police Recruits";"";""
"3008";"a032753772193d03dcc2e851a1dd83c1";"10";"33";"M";"Black / African American";"FOB - Field Operations Bureau";"Police Recruits";"";""
"3009";"8ac5c18ea3f86b067b4595434c452e6b";"14";"70";"M";"Black / African American";"FOB - Field Operations Bureau";"Police Recruits";"";""
"3010";"55b64eb7cdc1972665f8d3b3b28a50d1";"10";"32";"F";"Black / African American";"FOB - Field Operations Bureau";"Police Recruits";"";""
"3011";"dd628d937f50234911d9a856154618e7";"9";"60";"M";"Black / African American";"Office of the Superintendant";"Public Information Office ";"Public Affairs";""
"3012";"67131db4ebd72c33952e2e98f799db66";"9";"51";"M";"White";"FOB - Field Operations Bureau";"Police Recruits";"";""
"3013";"930f1a6f8d62276e9dc74ea052eb3a0b";"11";"40";"M";"White";"FOB - Field Operations Bureau";"Police Recruits";"";""
"3014";"b1832f0e37e8442a970d84be897026bb";"19";"48";"M";"White";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"3015";"ef9269d3603d8c3162f735a88bff3d4c";"22";"53";"M";"White";"NULL";"NULL";"NULL";"NULL"
"3016";"66876a5de8fb1d55399eae2c9a0173d8";"10";"41";"F";"Black / African American";"FOB - Field Operations Bureau";"Police Recruits";"";""
"3017";"62096bcd804e4850da0701962f5a4e9a";"21";"46";"M";"Black / African American";"NULL";"NULL";"NULL";"NULL"
"3018";"5c82bd0742131af0aac1f2654a66c17a";"11";"45";"F";"White";"FOB - Field Operations Bureau";"Police Recruits";"";""
"3019";"4def3581ce928277c05496439c2ea76d";"14";"41";"F";"White";"FOB - Field Operations Bureau";"Police Recruits";"";""
"3020";"d685531af3313289139495adbdaa4b19";"25";"56";"F";"Black / African American";"FOB - Field Operations Bureau";"Police Recruits";"";""
"3021";"d9be2465d63248a80f06ca35bee84fab";"12";"35";"F";"Black / African American";"FOB - Field Operations Bureau";"Police Recruits";"";""
"3022";"82eac9ea89eb8ba8a0a71139f7f5e572";"10";"54";"M";"Black / African American";"FOB - Field Operations Bureau";"Police Recruits";"";""
"3023";"4e310df909e19c76f01e5ca4ee3cb5d8";"14";"54";"M";"Black / African American";"FOB - Field Operations Bureau";"Police Recruits";"";""
"3024";"4f33a47806cf3e4638c31e5046a41e9e";"9";"41";"M";"Black / African American";"FOB - Field Operations Bureau";"Police Recruits";"";""
"3025";"be0690fa961e2f88849367240562198f";"19";"59";"M";"Asian / Pacific Islander";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"3026";"d57563e796188d93bcf3c4adf7b8cae6";"22";"47";"F";"Black / African American";"NULL";"NULL";"NULL";"NULL"
"3027";"16e3f77fdc61ec2b911a5fe3757c77c3";"17";"52";"M";"Black / African American";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"3028";"fdd9294aba28519a39ac1ae4524c56a8";"17";"37";"F";"Black / African American";"FOB - Field Operations Bureau";"Police Recruits";"";""
"3029";"a77f004f55ec397d1431a0d9b9aba8ff";"17";"47";"M";"Black / African American";"FOB - Field Operations Bureau";"Police Recruits";"";""
"3030";"4644d2cc49fb5fe0f392b977e49f8a11";"9";"46";"M";"Black / African American";"FOB - Field Operations Bureau";"Police Recruits";"";""
"3031";"13247f0a573c907049b0e41d3bcccfbc";"14";"37";"F";"Black / African American";"FOB - Field Operations Bureau";"Police Recruits";"";""
"3032";"b12533e679ed471abf5e5fcd660e3bc3";"22";"45";"M";"Black / African American";"NULL";"NULL";"NULL";"NULL"
"3033";"44a631cc9468df8cf0c7034c30820664";"19";"40";"F";"White";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"3034";"3b9876d040d8c40302c0d7396e09ada5";"11";"37";"F";"Black / African American";"FOB - Field Operations Bureau";"Police Recruits";"";""
"3035";"99fe68ed3b6a574259b046b2472ee0b3";"14";"39";"F";"Black / African American";"FOB - Field Operations Bureau";"Police Recruits";"";""
"3036";"c22bdfce7d15adfd92811c2182e0da3e";"10";"47";"F";"White";"FOB - Field Operations Bureau";"Police Recruits";"";""
"3037";"942758ae5ae94eab748fe8abbcfa8738";"10";"44";"M";"Black / African American";"FOB - Field Operations Bureau";"Police Recruits";"";""
"3038";"32ceedfe9faf655b3cb02fa1113ca197";"18";"42";"M";"Black / African American";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"3039";"f5955bcacad2479932df1d078b08a43a";"14";"42";"F";"Black / African American";"FOB - Field Operations Bureau";"Police Recruits";"";""
"3040";"d715219b0d91633b24bf6e4ba5a100d1";"22";"48";"F";"Black / African American";"NULL";"NULL";"NULL";"NULL"
"3041";"906679c1f1b0a7c8e05a254c9e04f3d2";"15";"36";"F";"Black / African American";"FOB - Field Operations Bureau";"Police Recruits";"";""
"3042";"17c3dad0b40d7e2bd3fab0be7755bb66";"17";"47";"F";"Unknown race";"NULL";"NULL";"NULL";"NULL"
"3043";"0b4ef74592d66980ae8c70cb981de435";"10";"61";"M";"Black / African American";"FOB - Field Operations Bureau";"Police Recruits";"";""
"3044";"033aebce07d78f989dda3fea419eb0a9";"17";"56";"M";"White";"FOB - Field Operations Bureau";"Police Recruits";"";""
"3045";"51a63601f6480e7a57a58144dcc010fa";"12";"42";"F";"Black / African American";"FOB - Field Operations Bureau";"Police Recruits";"";""
"3046";"8f169ef48add8b5bc2af6a8b507d357d";"12";"70";"M";"White";"FOB - Field Operations Bureau";"Police Recruits";"";""
"3047";"b1b380a8544f2e989a412a690bb3fee4";"11";"39";"M";"Black / African American";"FOB - Field Operations Bureau";"Police Recruits";"";""
"3048";"1ae75595152af4703d5a5fa3ee8aa24b";"21";"52";"M";"Black / African American";"NULL";"NULL";"NULL";"NULL"
"3049";"bae0e9251199e9e8707be33d913924fe";"14";"45";"M";"White";"FOB - Field Operations Bureau";"Police Recruits";"";""
"3050";"003634c893a236b6ef5739991a54e218";"22";"56";"M";"Black / African American";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"3051";"a2e73d1d8e5e2f8e27dbb0fde20b109c";"18";"58";"M";"Black / African American";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"3052";"627505e5958ce736282c10d38bf8449f";"22";"49";"M";"Black / African American";"NULL";"NULL";"NULL";"NULL"
"3053";"f586dedd336535a42c4340ec9a92dd41";"21";"53";"M";"White";"NULL";"NULL";"NULL";"NULL"
"3054";"b304b512004438e7f4b92e2e878b17da";"15";"60";"M";"Black / African American";"FOB - Field Operations Bureau";"Police Recruits";"";""
"3055";"049b2b7f6dfa8e77401d476b55cadde9";"11";"37";"M";"White";"FOB - Field Operations Bureau";"Police Recruits";"";""
"3056";"f49943c10f9ba734524095ac226ba337";"19";"72";"M";"White";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"3057";"16c2f41908f72ca045e037aa33902250";"19";"45";"M";"Asian / Pacific Islander";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"3058";"1f6b767b7ebe0f803cc5c5f345eff90f";"17";"38";"M";"Black / African American";"FOB - Field Operations Bureau";"Police Recruits";"";""
"3059";"79d32c534283cec9d2d5f7bc22f17e30";"12";"38";"M";"Asian / Pacific Islander";"FOB - Field Operations Bureau";"Police Recruits";"";""
"3060";"3b43662df2d5ec8fc75b77839d8d3b73";"10";"40";"M";"Hispanic";"FOB - Field Operations Bureau";"Police Recruits";"";""
"3061";"19cebbc44e10d5de3c01c52d65acbd07";"22";"52";"F";"White";"MSB - Management Service Bureau";"NULL";"NULL";"NULL"
"3062";"1d637bc30b39beae902aa096b82721d6";"10";"32";"F";"Black / African American";"FOB - Field Operations Bureau";"Fifth District";"B Platoon";""
"3063";"be3d61218e6bebdf4cb037dd23f90259";"10";"33";"M";"Black / African American";"FOB - Field Operations Bureau";"Police Recruits";"";""
"3064";"bee9402efbb967503af3683ccb4ff27d";"10";"31";"M";"White";"FOB - Field Operations Bureau";"Police Recruits";"";""
"3065";"e940cbfeefcd1a666a2d90f41be865ec";"24";"68";"M";"White";"NULL";"NULL";"NULL";"NULL"
"3066";"b308a883bf251ea2754e413251f4ff66";"19";"41";"M";"White";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"3067";"af9e929e08e325600c85e4dc006be5bb";"15";"35";"F";"Hispanic";"FOB - Field Operations Bureau";"Police Recruits";"";""
"3068";"f5b89b8b11ea259e2c5bff40a3f116c4";"21";"48";"F";"Black / African American";"NULL";"NULL";"NULL";"NULL"
"3069";"a15e25dc874ee1242cd0d889300e4be8";"10";"44";"M";"White";"FOB - Field Operations Bureau";"Police Recruits";"";""
"3070";"fd397c84b4d361d86e4747776955fe42";"15";"39";"M";"White";"FOB - Field Operations Bureau";"Police Recruits";"";""
"3071";"a89765a6decca462f807960e5c3aaf9f";"12";"37";"M";"White";"FOB - Field Operations Bureau";"Police Recruits";"";""
"3072";"6c170cfdc5c4a44501a89308550aca5b";"10";"36";"M";"White";"FOB - Field Operations Bureau";"Police Recruits";"";""
"3073";"f828b6e8e94a84aedf78c48a2802adaa";"17";"39";"M";"White";"FOB - Field Operations Bureau";"Police Recruits";"";""
